first_author,title,journal,pub_date,doi,pmid,pmcid,cites,pub_type,source,added,scopus_eid
Fang H,"DcGO: database of domain-centric ontologies on functions, phenotypes, diseases and more.",Nucleic Acids Res,2013-01-01,10.1093/nar/gks1080,23161684,PMC3531119,2012_NAR_Schriml,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Fang H,dcGOR: an R package for analysing ontologies and protein domain annotations.,PLoS Comput Biol,2014-10-30,10.1371/journal.pcbi.1003929,25356683,PMC4214615,2012_NAR_Schriml,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Suratanee A,DDA: A Novel Network-Based Scoring Method to Identify Disease-Disease Associations.,Bioinform Biol Insights,2015-12-08,10.4137/BBI.S35237,26673408,PMC4674013,2009_BMCG_Osborne,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Guha R,Dealing with the Data Deluge: Handling the Multitude Of Chemical Biology Data Sources.,Curr Protoc Chem Biol,2012-09-01,10.1002/9780470559277.ch110262,26609498,PMC4655879,2012_NAR_Schriml|2009_BMCG_Osborne,Journal Article,pubmed; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Ahmed Z,Debutant iOS app and gene-disease complexities in clinical genomics and precision medicine.,Clin Transl Med,2019-10-04,10.1186/s40169-019-0243-8,31586224,PMC6778157,2015_NAR_Kibbe,Journal Article,pubmed; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Ren X,Decipher the connections between proteins and phenotypes,Biochimica et Biophysica Acta - Proteins and Proteomics,2020-11-01,10.1016/j.bbapap.2020.140503,32707349,NA,2015_NAR_Kibbe,Journal|Article,scopus,2022-03-17T18:47:55Z,2-s2.0-85088372838
Liu Z,Deciphering miRNA transcription factor feed-forward loops to identify drug repurposing candidates for cystic fibrosis.,Genome Med,2014-12-02,10.1186/s13073-014-0094-2,25484921,PMC4256829,2012_NAR_Schriml,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Jain A,Deciphering transcriptional regulation in human embryonic stem cells specified towards a trophoblast fate.,Sci Rep,2017-12-08,10.1038/s41598-017-17614-5,29222466,PMC5722916,2009_BMCG_Osborne,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Hamaneh MB,DeCoaD: determining correlations among diseases using protein interaction networks.,BMC Res Notes,2015-06-06,10.1186/s13104-015-1211-z,26047952,PMC4467632,2012_NAR_Schriml,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Jayachandran SK,Decoding information on COVID-19: Ontological approach towards design possible therapeutics.,Inform Med Unlocked,2021-01-01,10.1016/j.imu.2020.100486,33263073,PMC7691137,NA,Journal Article|Review,ncbi_col-pubmed,2022-03-17T18:53:49Z,NA
Makni B,Deep learning for noise-tolerant RDFS reasoning,Semantic Web,2019-01-01,10.3233/SW-180363,NA,NA,2015_NAR_Kibbe,Journal|Article,scopus,2022-03-17T18:47:55Z,2-s2.0-85072370517
Sousa D,Deep Learning System for Biomedical Relation Extraction Combining External Sources of Knowledge,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2021-01-01,10.1007/978-3-030-72240-1_82,NA,NA,2012_NAR_Schriml,Book Series|Conference Paper,scopus,2022-03-17T18:48:19Z,2-s2.0-85107337080
Deng L,DeepciRGO: functional prediction of circular RNAs through hierarchical deep neural networks using heterogeneous network features.,BMC Bioinformatics,2020-11-12,10.1186/s12859-020-03748-3,33183227,PMC7659092,NA,Journal Article,ncbi_col-pubmed,2022-03-17T18:53:49Z,NA
Kulmanov M,DeepGO: predicting protein functions from sequence and interactions using a deep ontology-aware classifier.,Bioinformatics,2018-02-15,10.1093/bioinformatics/btx624,29028931,PMC5860606,2009_BMCG_Osborne,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Rifaioglu AS,DEEPScreen: high performance drug-target interaction prediction with convolutional neural networks using 2-D structural compound representations.,Chem Sci,2020-01-08,10.1039/c9sc03414e,33209251,PMC7643205,2012_NAR_Schriml,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Guluzade A,Demographic Aware Probabilistic Medical Knowledge Graph Embeddings of Electronic Medical Records,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2021-01-01,10.1007/978-3-030-77211-6_48,NA,NA,2012_NAR_Schriml,Book Series|Conference Paper,scopus,2022-03-17T18:48:19Z,2-s2.0-85111375457
Fisher HM,DermO; an ontology for the description of dermatologic disease.,J Biomed Semantics,2016-06-13,10.1186/s13326-016-0085-x,27296450,PMC4907256,2015_NAR_Kibbe,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Kordopati V,DES-Mutation: System for Exploring Links of Mutations and Diseases.,Sci Rep,2018-09-06,10.1038/s41598-018-31439-w,30190574,PMC6127254,2015_NAR_Kibbe,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Essack M,DES-ROD: Exploring Literature to Develop New Links between RNA Oxidation and Human Diseases.,Oxid Med Cell Longev,2020-03-27,10.1155/2020/5904315,32308806,PMC7142358,2015_NAR_Kibbe,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
AlSaieedi A,DES-Tcell is a knowledgebase for exploring immunology-related literature.,Sci Rep,2021-07-12,10.1038/s41598-021-93809-1,34253812,PMC8275784,2015_NAR_Kibbe,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Gordon CL,Design and evaluation of a bacterial clinical infectious diseases ontology.,AMIA Annu Symp Proc,2013-11-16,NA,24551353,PMC3900194,NA,Journal Article,ncbi_col-pubmed,2022-03-17T18:53:49Z,NA
Deepak G,Design and evaluation of conceptual ontologies for electrochemistry as a domain,"2019 5th IEEE International WIE Conference on Electrical and Computer Engineering, WIECON-ECE 2019 - Proceedings",2019-11-01,10.1109/WIECON-ECE48653.2019.9019987,NA,NA,2019_NAR_Schriml,Conference Proceeding|Conference Paper,scopus,2022-03-17T18:47:41Z,2-s2.0-85082121865
Vila TV,Design and implementation of a terminological knowledge base on rare diseases,Onomazein,2020-01-01,10.7764/onomazein.49.01,NA,NA,2018_DMM_Bello|2012_NAR_Schriml,Journal|Article,scopus,2022-03-17T18:47:46Z,2-s2.0-85097845630
Pletscher-Frankild S,"Design, implementation, and operation of a rapid, robust named entity recognition web service.",J Cheminform,2019-03-08,10.1186/s13321-019-0344-9,30850898,PMC6419787,2015_NAR_Kibbe,Journal Article,pubmed; scopus,2022-03-17T18:47:32Z,NA
Zavyalova YV,Designing a mobile recommender system for treatment adherence improvement among hypertensives,"Conference of Open Innovation Association, FRUCT",2018-09-19,10.23919/FRUCT.2018.8468269,NA,NA,2012_NAR_Schriml,Conference Proceeding|Conference Paper,scopus,2022-03-17T18:48:19Z,2-s2.0-85055542573
Fathalla S,Detecting human diseases relatedness: A spreading activation approach over ontologies,International Journal on Semantic Web and Information Systems,2018-07-01,10.4018/IJSWIS.2018070106,NA,NA,2015_NAR_Kibbe|2012_NAR_Schriml,Journal|Article,scopus,2022-03-17T18:47:55Z,2-s2.0-85047757189
Kosnik MB,"Determination of chemical-disease risk values to prioritize connections between environmental factors, genetic variants, and human diseases.",Toxicol Appl Pharmacol,2019-09-15,10.1016/j.taap.2019.114674,31323264,PMC6708494,2015_NAR_Kibbe,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Alsudias L,Developing an arabic infectious disease ontology to include non-standard terminology,"LREC 2020 - 12th International Conference on Language Resources and Evaluation, Conference Proceedings",2020-01-01,NA,NA,NA,2012_NAR_Schriml,Conference Proceeding|Conference Paper,scopus,2022-03-17T18:48:19Z,2-s2.0-85096581907
Gurcan MN,Developing the Quantitative Histopathology Image Ontology (QHIO): A case study using the hot spot detection problem.,J Biomed Inform,2017-02-01,10.1016/j.jbi.2016.12.006,28003147,PMC5316345,2012_NAR_Schriml,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Pendleton SC,Development and application of the ocular immune-mediated inflammatory diseases ontology enhanced with synonyms from online patient support forum conversation.,Comput Biol Med,2021-08-01,10.1016/j.compbiomed.2021.104542,34139439,PMC8404035,2012_NAR_Schriml,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Mendes D,Development and population of an elaborate formal ontology for clinical practice knowledge representation,"IC3K 2013; KEOD 2013 - 5th International Conference on Knowledge Engineering and Ontology Development, Proceedings",2013-11-21,NA,NA,NA,2012_NAR_Schriml,Conference Proceeding|Conference Paper,scopus,2022-03-17T18:48:19Z,2-s2.0-84887645001
Dafniet B,Development of a chemogenomics library for phenotypic screening.,J Cheminform,2021-11-24,10.1186/s13321-021-00569-1,34819133,PMC8611952,2019_NAR_Schriml,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Rahimi A,Development of a methodological approach for data quality ontology in diabetes management,"E-Health and Telemedicine: Concepts, Methodologies, Tools, and Applications",2015-09-23,10.4018/978-1-4666-8756-1.ch023,NA,NA,2009_BIX_Du,Book|Book Chapter,scopus,2022-03-17T18:48:50Z,2-s2.0-84958665768
Rahimi A,Development of a methodological approach for Data Quality Ontology in diabetes management,International Journal of E-Health and Medical Communications,2014-07-01,10.4018/ijehmc.2014070105,NA,NA,2009_BIX_Du,Journal|Article,scopus,2022-03-17T18:48:50Z,2-s2.0-84919764896
Suzuki A,Development of an Ontology for Periodontitis.,J Biomed Semantics,2015-07-01,10.1186/s13326-015-0028-y,26140188,PMC4488034,2009_BIX_Du,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Chen L,Development of knowledge-based ontology framework for diabetes patients in medical applications,"International Conference on Biological Information and Biomedical Engineering, BIBE 2018",2018-01-01,NA,NA,NA,2015_MG_Schriml,Conference Proceeding|Conference Paper,scopus,2022-03-17T18:47:49Z,2-s2.0-85099479429
Wan L,Development of the International Classification of Diseases Ontology (ICDO) and its application for COVID-19 diagnostic data analysis.,BMC Bioinformatics,2021-10-18,10.1186/s12859-021-04402-2,34663204,PMC8522253,2015_NAR_Kibbe|2012_NAR_Schriml,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Reynolds G,Developmental cell programs are co-opted in inflammatory skin disease.,Science,2021-01-22,10.1126/science.aba6500,33479125,PMC7611557,2012_NAR_Schriml,Journal Article,pubmed,2022-03-17T18:47:32Z,NA
Gupta S,DEXTER: Disease-Expression Relation Extraction from Text.,Database (Oxford),2018-01-01,10.1093/database/bay045,29860481,PMC6007211,2012_NAR_Schriml,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Fey P,dictyBase and the Dicty Stock Center (version 2.0) - a progress report.,Int J Dev Biol,2019-01-01,10.1387/ijdb.190226pf,31840793,PMC7409682,2015_NAR_Kibbe,Journal Article|Review,pubmed; scopus,2022-03-17T18:47:32Z,NA
Cheng B,Dietary Habit Is Associated with Depression and Intelligence: An Observational and Genome-Wide Environmental Interaction Analysis in the UK Biobank Cohort.,Nutrients,2021-03-31,10.3390/nu13041150,33807197,PMC8067152,2015_NAR_Kibbe,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Lu Q,Differences between experts and novices when reading with navigational table of contents,Library Hi Tech,2018-05-09,10.1108/LHT-05-2017-0100,NA,NA,2012_NAR_Schriml,Journal|Article,scopus,2022-03-17T18:48:19Z,2-s2.0-85040459874
Yazdani A,Differential gene regulatory pattern in the human brain from schizophrenia using transcriptomic-causal network.,BMC Bioinformatics,2020-10-21,10.1186/s12859-020-03753-6,33087039,PMC7579819,NA,Journal Article,ncbi_col-pubmed,2022-03-17T18:53:49Z,NA
Cheng L,DincRNA: A comprehensive web-based bioinformatics toolkit for exploring disease associations and ncRNA function,Bioinformatics,2018-06-01,10.1093/bioinformatics/bty002,29365045,NA,2015_NAR_Kibbe,Journal|Article,scopus; ncbi_col-pubmed,2022-03-17T18:47:55Z,2-s2.0-85048039780
Žitnik M,Discovering disease-disease associations by fusing systems-level molecular data.,Sci Rep,2013-11-15,10.1038/srep03202,24232732,PMC3828568,2012_NAR_Schriml|2009_BMCG_Osborne,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Maiorino E,Discovering the genes mediating the interactions between chronic respiratory diseases in the human interactome.,Nat Commun,2020-02-10,10.1038/s41467-020-14600-w,32041952,PMC7010776,2019_NAR_Schriml|2012_NAR_Schriml,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Nie W,Discovery and characterization of functional modules and pathogenic genes associated with the risk of coronary artery disease,RSC Advances,2015-01-01,10.1039/c5ra01920f,NA,NA,2012_NAR_Schriml,Journal|Article,scopus,2022-03-17T18:48:19Z,2-s2.0-84943631469
Pham M,Discovery of disease- and drug-specific pathways through community structures of a literature network.,Bioinformatics,2020-03-01,10.1093/bioinformatics/btz857,31738408,PMC7103064,2012_NAR_Schriml,Journal Article,pubmed; scopus,2022-03-17T18:47:32Z,NA
McGarry K,Discovery of functional protein groups by clustering community links and integration of ontological knowledge,Expert Systems with Applications,2013-01-01,10.1016/j.eswa.2013.03.027,NA,NA,2012_NAR_Schriml,Journal|Article,scopus,2022-03-17T18:48:19Z,2-s2.0-84878271588
Mehta AA,Discovery of significant mirna-biomarkers for breast cancer using decision tree classifier,International Journal on Emerging Technologies,2020-01-01,NA,NA,NA,2019_NAR_Schriml,Journal|Article,scopus,2022-03-17T18:47:41Z,2-s2.0-85085011212
Dozmorov MG,Disease classification: From phenotypic similarity to integrative genomics and beyond,Briefings in Bioinformatics,2019-09-27,10.1093/bib/bby049,29939197,NA,2012_NAR_Schriml|2009_BMCG_Osborne,Journal|Review,scopus,2022-03-17T18:48:19Z,2-s2.0-85061144348
Nayak L,Disease co-morbidity and the human wnt signaling pathway: A network-wise study,OMICS A Journal of Integrative Biology,2013-06-01,10.1089/omi.2012.0053,23692364,NA,2012_NAR_Schriml,Journal|Article,scopus,2022-03-17T18:48:19Z,2-s2.0-84878332719
Kozaki K,Disease Compass - A navigation system for disease knowledge based on ontology and linked data techniques,CEUR Workshop Proceedings,2015-01-01,NA,NA,NA,2009_BMCG_Osborne,Conference Proceeding|Conference Paper,scopus,2022-03-17T18:48:46Z,2-s2.0-84960970452
Kozaki K,Disease Compass- a navigation system for disease knowledge based on ontology and linked data techniques.,J Biomed Semantics,2017-06-19,10.1186/s13326-017-0132-2,28629436,PMC5477351,2009_BMCG_Osborne,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Chen L,Disease gene interaction pathways: a potential framework for how disease genes associate by disease-risk modules.,PLoS One,2011-01-01,10.1371/journal.pone.0024495,21915342,PMC3167857,2009_BIX_Du,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Cáceres JJ,Disease gene prediction for molecularly uncharacterized diseases.,PLoS Comput Biol,2019-07-05,10.1371/journal.pcbi.1007078,31276496,PMC6636748,2012_NAR_Schriml,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Bello SM,Disease model curation improvements at Mouse Genome Informatics.,Database (Oxford),2012-03-20,10.1093/database/bar063,22434831,PMC3308153,2009_BMCG_Osborne,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Kurbatova N,Disease ontologies for knowledge graphs.,BMC Bioinformatics,2021-07-21,10.1186/s12859-021-04173-w,34289807,PMC8296689,2019_NAR_Schriml,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Kibbe WA,Disease Ontology 2015 update: an expanded and updated database of human diseases for linking biomedical knowledge through disease data.,Nucleic Acids Res,2015-01-01,10.1093/nar/gku1011,25348409,PMC4383880,2012_NAR_Schriml|2009_BMCG_Osborne,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Li J,Disease ontology-based methods for disease similarity measurement,Progress in Biochemistry and Biophysics,2015-01-01,10.16476/j.pibb.2014.0140,NA,NA,2012_NAR_Schriml,Journal|Review,scopus,2022-03-17T18:48:19Z,2-s2.0-84927554068
Schriml LM,Disease Ontology: a backbone for disease semantic integration.,Nucleic Acids Res,2012-01-01,10.1093/nar/gkr972,22080554,PMC3245088,2009_BMCG_Osborne|2009_BIX_Du,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Bello SM,Disease Ontology: improving and unifying disease annotations across species.,Dis Model Mech,2018-03-12,10.1242/dmm.032839,29590633,PMC5897730,2015_MG_Schriml|2015_NAR_Kibbe|2012_NAR_Schriml,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Ma S,Disease phenotype synonymous prediction through network representation learning from PubMed database,Artificial Intelligence in Medicine,2020-01-01,10.1016/j.artmed.2019.101745,31980087,NA,2012_NAR_Schriml|2009_BMCG_Osborne,Journal|Article,scopus,2022-03-17T18:48:19Z,2-s2.0-85075799988
Heßelbach K,Disease relevant modifications of the methylome and transcriptome by particulate matter (PM<sub>2.5</sub>) from biomass combustion.,Epigenetics,2017-09-01,10.1080/15592294.2017.1356555,28742980,PMC5739103,NA,Journal Article,ncbi_col-pubmed,2022-03-17T18:53:49Z,NA
Omura M,Disease similarity calculation on simplified disease knowledge base for clinical decision support systems,"Proceedings of the 28th International Florida Artificial Intelligence Research Society Conference, FLAIRS 2015",2015-01-01,NA,NA,NA,2012_NAR_Schriml,Conference Proceeding|Conference Paper,scopus,2022-03-17T18:48:19Z,2-s2.0-84958170949
Abulaish M,DiseaSE: A biomedical text analytics system for disease symptom extraction and characterization.,J Biomed Inform,2019-12-01,10.1016/j.jbi.2019.103324,31678590,NA,NA,Journal Article,ncbi_col-pubmed,2022-03-17T18:53:49Z,NA
Pletscher-Frankild S,DISEASES: Text mining and data integration of disease-gene associations,Methods,2015-03-01,10.1016/j.ymeth.2014.11.020,25484339,NA,2012_NAR_Schriml|2009_BMCG_Osborne,Journal|Article,scopus; ncbi_col-pubmed,2022-03-17T18:48:19Z,2-s2.0-84923884337
Satu MS,Diseasome and comorbidities complexities of SARS-CoV-2 infection with common malignant diseases.,Brief Bioinform,2021-03-22,10.1093/bib/bbab003,33539530,PMC7929360,2012_NAR_Schriml,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
